CHR,POS,gene_code,GENE,FUNCTION,NOTES,,,,,,
chr3,223643, YCR059C,YIH1 - Protein that inhibits activation of Gcn2p, an eIF2 alpha subunit protein kinase, by competing for Gcn1p binding, thus impacting gene expression in response to starvation; has sequence and functional similarity to the mouse IMPACT gene,,,,,
chr3,247980,NAG,NAG,,,,,,,,
chr3,260010,NAG,NAG,,,,,,,,
chr3,265691, YCR088W,ABP1 - Actin-binding protein of the cortical actin cytoskeleton, important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization,,,,,,,
chr3,270029, YCR089W,FIG2 - Cell wall adhesin, expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating,,,,,,,
chr3,273025, ARS316,ARS316 - Inefficient autonomously replicating sequence, active in ~25% of cell cycles,,,,,,,
chr3,275091, YCR091W,KIN82 - Putative serine/threonine protein kinase implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases) Lem3p-Dnf1p/Dnf2p; similar to Fpk1p,,,,,,,,
chr3,27658,NAG,NAG,,,,,,,,
chr3,288718, YCR095C,OCA4 - Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts,,,,,,,
chr3,295234, YCRWdelta13, - Ty1 LTR,,,,,,,,
chr3,304284,NAG,NAG,,,,,,,,
chr3,309030,NAG,NAG,,,,,,,,
chr3,315517, ARS319,ARS319 - Highly-active subtelomeric autonomously replicating sequence, initiates replication in ~90% of cell cycles,,,,,,,
chr3,44541,NAG,NAG,,,,,,,,
chr3,57055,NAG,NAG,,,,,,,,
chr3,66139, YCL030C,HIS4 - Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase, phosphoribosyl-AMP cyclohydrolase, and histidinol dehydrogenase activities; catalyzes the second, third, ninth and tenth steps in histidine biosynthesis,,,,
chr3,76154, YCL025C,AGP1 - Low-affinity amino acid permease with broad substrate range, involved in uptake of asparagine, glutamine, and other amino acids; expression is regulated by the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p),,,,,
chr3,76159, YCL025C,AGP1 - Low-affinity amino acid permease with broad substrate range, involved in uptake of asparagine, glutamine, and other amino acids; expression is regulated by the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p),,,,,
chr3,8575,NAG,NAG,,,,,,,,
chr3,91321,NAG,NAG,,,,,,,,
chr3,91381, YCL018W,LEU2 - Beta-isopropylmalate dehydrogenase (IMDH), catalyzes the third step in the leucine biosynthesis pathway,,,,,,,
chr3,91529, YCL018W,LEU2 - Beta-isopropylmalate dehydrogenase (IMDH), catalyzes the third step in the leucine biosynthesis pathway,,,,,,,
chr3,92744,NAG,NAG,,,,,,,,
chr4,1005804, YDR270W,CCC2 - Cu(+2)-transporting P-type ATPase, required for export of copper from the cytosol into an extracytosolic compartment; has similarity to human proteins involved in Menkes and Wilsons diseases,,,,,,,
chr4,1015989,NAG,NAG,,,,,,,,
chr4,102171, YDL199C, - Putative transporter, member of the sugar porter family,,,,,,,
chr4,103015, YDL199C, - Putative transporter, member of the sugar porter family,,,,,,,
chr4,107122,NAG,NAG,,,,,,,,
chr4,1083280, YDR310C,SUM1 - Transcriptional repressor required for mitotic repression of middle sporulation-specific genes; also acts as general replication initiation factor; involved in telomere maintenance, chromatin silencing; regulated by pachytene checkpoint,,,,,,,
chr4,1086043, YDR311W,TFB1 - Subunit of TFIIH and nucleotide excision repair factor 3 complexes, required for nucleotide excision repair, target for transcriptional activators,,,,,,
chr4,1087058,NAG,NAG,,,,,,,,
chr4,1089472, YDR313C,PIB1 - RING-type ubiquitin ligase of the endosomal and vacuolar membranes, binds phosphatidylinositol(3)-phosphate; contains a FYVE finger domain,,,,,,,
chr4,1095480,NAG,NAG,,,,,,,,
chr4,1095481,NAG,NAG,,,,,,,,
chr4,1095486,NAG,NAG,,,,,,,,
chr4,1108600, YDR320W-B, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene DAD4/YDR320C-A,,,,,,,
chr4,1130880,NAG,NAG,,,,,,,,
chr4,1156457,NAG,NAG,,,,,,,,
chr4,1178330,NAG,NAG,,,,,,,,
chr4,1178933, YDR351W,SBE2 - Protein involved in the transport of cell wall components from the Golgi to the cell surface; required for bud growth,,,,,,,,
chr4,1181612,NAG,NAG,,,,,,,,
chr4,1191893,NAG,NAG,,,,,,,,
chr4,1206490,NAG,NAG,,,,,,,,
chr4,1206702,NAG,NAG,,,,,,,,
chr4,1206704, YDRWdelta27, - Ty1 LTR,,,,,,,,
chr4,1221843, YDR372C,VPS74 - Protein required for Golgi localization of glycosyltransferases; binds the cytosolic domains of Golgi glycosyltransferases; binding to PtdIns4P required for Golgi targeting and function; tetramer formation required for function,,,,,,,,
chr4,1229783,NAG,NAG,,,,,,,,
chr4,1237754, YDR381W,YRA1 - RNA binding protein required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; functionally redundant with Yra2p, another REF family member,,,,,,,
chr4,123792, ARS406, - Autonomously Replicating Sequence,,,,,,,,
chr4,1238427, YDR381C-A, - Protein of unknown function, localized to the mitochondrial outer membrane,,,,,,,
chr4,1239031,NAG,NAG,,,,,,,,
chr4,1254534,NAG,NAG,,,,,,,,
chr4,1329113, YDR432W,NPL3 - RNA-binding protein that promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; required for pre-mRNA splicing; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in the cytoplasm,,,,,,
chr4,1341641,NAG,NAG,,,,,,,,
chr4,135456,NAG,NAG,,,,,,,,
chr4,1357474,NAG,NAG,,,,,,,,
chr4,1371088, YDR457W,TOM1 - E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones,,,,,,,,
chr4,1375220, YDR457W,TOM1 - E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones,,,,,,,,
chr4,137979,NAG,NAG,,,,,,,,
chr4,1381715, YDR458C,HEH2 - Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif, nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle,,,,,,,
chr4,143605, YDL176W, - Protein of unknown function, predicted by computational methods to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; interacts with components of the GID complex; YDL176W is not an essential gene,,,,,,
chr4,1474784,NAG,NAG,,,,,,,,
chr4,1476675,NAG,NAG,,,,,,,,
chr4,1494413,NAG,NAG,,,,,,,,
chr4,1510052,NAG,NAG,,,,,,,,
chr4,1510206,NAG,NAG,,,,,,,,
chr4,1513956,NAG,NAG,,,,,,,,
chr4,1520152, YDR541C, - Putative dihydrokaempferol 4-reductase,,,,,,,,
chr4,1522321,NAG,NAG,,,,,,,,
chr4,1523306, YDR542W,PAU10 - Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions,,,,,,,
chr4,1525357, TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,
chr4,1525363, TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,
chr4,1525382, TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,
chr4,157116, YDL170W,UGA3 - Transcriptional activator necessary for gamma-aminobutyrate (GABA)-dependent induction of GABA genes (such as UGA1, UGA2, UGA4); zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type; localized to the nucleus,,,,,,
chr4,164580, YDL165W,CDC36 - Component of the CCR4-NOT complex, which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor,,,,,,,
chr4,166604, YDL164C,CDC9 - DNA ligase found in the nucleus and mitochondria, an essential enzyme that joins Okazaki fragments during DNA replication; also acts in nucleotide excision repair, base excision repair, and recombination,,,,,
chr4,169915,NAG,NAG,,,,,,,,
chr4,178021, YDL155W,CLB3 - B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation,,,,,,,
chr4,180644, YDL154W,MSH5 - Protein of the MutS family, forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans,,,,,,,
chr4,18467, YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,
chr4,18468, YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,
chr4,18473, YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,
chr4,18474, YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,
chr4,18477, YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,
chr4,18481, YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,
chr4,18499, YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,
chr4,18504, YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,
chr4,185188, YDL149W,ATG9 - Transmembrane protein involved in forming Cvt and autophagic vesicles; cycles between the phagophore assembly site (PAS) and other cytosolic punctate structures, not found in autophagosomes; may be involved in membrane delivery to the PAS,,,,,,,
chr4,18603,NAG,NAG,,,,,,,,
chr4,18624,NAG,NAG,,,,,,,,
chr4,187789, YDL149W,ATG9 - Transmembrane protein involved in forming Cvt and autophagic vesicles; cycles between the phagophore assembly site (PAS) and other cytosolic punctate structures, not found in autophagosomes; may be involved in membrane delivery to the PAS,,,,,,,
chr4,190604,NAG,NAG,,,,,,,,
chr4,198878, YDL144C, - Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL144C is not an essential gene.,,,,,,,,
chr4,199393, YDL144C, - Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL144C is not an essential gene.,,,,,,,,
chr4,217557,NAG,NAG,,,,,,,,
chr4,23136, YDL240W,LRG1 - Putative GTPase-activating protein (GAP) involved in the Pkc1p-mediated signaling pathway that controls cell wall integrity; appears to specifically regulate 1,3-beta-glucan synthesis,,,,,,,
chr4,233157, YDL128W,VCX1 - Vacuolar membrane antiporter with Ca2+/H+ and K+/H+ exchange activity, involved in control of cytosolic Ca2+ and K+ concentrations; has similarity to sodium/calcium exchangers, including the bovine Na+/Ca2+,K+ antiporter,,,,,
chr4,233168, YDL128W,VCX1 - Vacuolar membrane antiporter with Ca2+/H+ and K+/H+ exchange activity, involved in control of cytosolic Ca2+ and K+ concentrations; has similarity to sodium/calcium exchangers, including the bovine Na+/Ca2+,K+ antiporter,,,,,
chr4,233180, YDL128W,VCX1 - Vacuolar membrane antiporter with Ca2+/H+ and K+/H+ exchange activity, involved in control of cytosolic Ca2+ and K+ concentrations; has similarity to sodium/calcium exchangers, including the bovine Na+/Ca2+,K+ antiporter,,,,,
chr4,249010, YDL117W,CYK3 - SH3-domain protein located in the mother-bud neck and the cytokinetic actin ring; mutant phenotype and genetic interactions suggest a role in cytokinesis,,,,,,,,
chr4,269200, YDL107W,MSS2 - Peripherally bound inner membrane protein of the mitochondrial matrix involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p,,,,,,,
chr4,269955, YDL107W,MSS2 - Peripherally bound inner membrane protein of the mitochondrial matrix involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p,,,,,,,
chr4,273629,NAG,NAG,,,,,,,,
chr4,273879, YDL104C,QRI7 - Highly conserved mitochondrial protein, essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD, both of which are also required for tRNA t6A modification,,,,,,
chr4,277623, YDL102W,POL3 - Catalytic subunit of DNA polymerase delta; required for chromosomal DNA replication during mitosis and meiosis, intragenic recombination, repair of double strand DNA breaks, and DNA replication during nucleotide excision repair (NER),,,,,
chr4,305733, YDL084W,SUB2 - Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56,,,,,,,,
chr4,323677,NAG,NAG,,,,,,,,
chr4,329143, YDL073W, - Putative protein of unknown function; YDL073W is not an essential gene,,,,,,,,
chr4,329641, ARS413, - Autonomously Replicating Sequence,,,,,,,,
chr4,334907, YDL066W,IDP1 - Mitochondrial NADP-specific isocitrate dehydrogenase, catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes,,,,,,,
chr4,336206,NAG,NAG,,,,,,,,
chr4,358230,NAG,NAG,,,,,,,,
chr4,358707,NAG,NAG,,,,,,,,
chr4,359447,NAG,NAG,,,,,,,,
chr4,359781,NAG,NAG,,,,,,,,
chr4,368193, YDL048C,STP4 - Protein containing a Kruppel-type zinc-finger domain; has similarity to Stp1p, Stp2p, and Stp3p,,,,,,
chr4,368207, YDL048C,STP4 - Protein containing a Kruppel-type zinc-finger domain; has similarity to Stp1p, Stp2p, and Stp3p,,,,,,
chr4,369259,NAG,NAG,,,,,,,,
chr4,370968,NAG,NAG,,,,,,,,
chr4,382372, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,383038, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,383274, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,383367, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,383425, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,383443, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,383976, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,383985, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,383988, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,383993, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
chr4,384021, YDL039C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,,,,
